31 dec 2004,39.0,32.0,T,0.00
1 jan 2005,41.0,30.0,0.02,0.39
2 jan 2005,37.9,27.0,T,T
3 jan 2005,32.0,21.9,T,T
4 jan 2005,26.1,19.0,0.01,0.12
5 jan 2005,27.0,16.0,T,0.12
6 jan 2005,28.9,16.0,T,0.20
7 jan 2005,39.9,28.9,T,T
8 jan 2005,39.9,32.0,0.01,0.12
9 jan 2005,46.9,32.0,0.00,0.00
10 jan 2005,44.1,25.0,0.00,0.00
11 jan 2005,37.0,26.1,T,T
12 jan 2005,39.9,23.0,0.00,0.00
13 jan 2005,39.9,21.0,0.00,0.00
14 jan 2005,37.0,19.9,0.00,0.00
15 jan 2005,35.1,19.0,0.02,0.20
16 jan 2005,30.9,27.0,0.04,0.31
17 jan 2005,43.0,28.9,0.00,0.00
18 jan 2005,46.0,33.1,0.02,0.00
19 jan 2005,46.0,28.0,0.00,0.00
20 jan 2005,39.0,30.0,0.00,0.00
21 jan 2005,34.0,28.9,0.00,0.00
22 jan 2005,35.1,30.9,0.00,0.00
23 jan 2005,37.0,26.1,0.00,0.00
24 jan 2005,32.0,24.1,T,T
25 jan 2005,37.9,28.0,0.00,0.00
26 jan 2005,43.0,28.9,0.00,0.00
27 jan 2005,43.0,32.0,0.01,0.00
28 jan 2005,54.0,36.0,0.10,0.00
29 jan 2005,45.0,28.0,0.00,0.00
30 jan 2005,46.9,27.0,T,0.00
31 jan 2005,43.0,28.0,T,0.00
1 feb 2005,46.0,26.1,T,T
2 feb 2005,46.9,27.0,0.00,0.00
3 feb 2005,48.0,27.0,0.00,0.00
4 feb 2005,39.9,25.0,T,T
5 feb 2005,44.1,27.0,0.00,0.00
6 feb 2005,41.0,24.1,0.00,0.00
7 feb 2005,45.0,26.1,0.00,0.00
8 feb 2005,45.0,24.1,0.00,0.00
9 feb 2005,45.0,24.1,0.00,0.00
10 feb 2005,46.0,21.9,0.00,0.00
11 feb 2005,42.1,24.1,T,0.00
12 feb 2005,51.1,32.0,0.01,T
13 feb 2005,48.9,37.9,0.14,0.00
14 feb 2005,39.9,24.1,0.00,0.00
15 feb 2005,39.9,19.0,0.00,0.00
16 feb 2005,39.0,21.0,0.00,0.00
17 feb 2005,41.0,19.9,0.00,0.00
18 feb 2005,42.1,23.0,0.00,0.00
19 feb 2005,39.9,32.0,0.18,0.39
20 feb 2005,51.1,30.0,0.01,0.00
21 feb 2005,42.1,30.9,T,0.00
22 feb 2005,48.0,32.0,0.00,0.00
23 feb 2005,52.0,28.9,0.00,0.00
24 feb 2005,55.0,30.9,0.00,0.00
25 feb 2005,55.0,30.0,0.00,0.00
26 feb 2005,54.0,28.9,0.00,0.00
27 feb 2005,59.0,30.0,0.00,0.00
28 feb 2005,53.1,36.0,T,0.00
1 mar 2005,57.0,30.0,0.00,0.00
2 mar 2005,51.1,33.1,0.00,0.00
3 mar 2005,55.9,37.9,0.00,0.00
4 mar 2005,57.9,33.1,0.00,0.00
5 mar 2005,59.0,34.0,0.00,0.00
6 mar 2005,62.1,34.0,0.00,0.00
7 mar 2005,64.9,37.0,0.00,0.00
8 mar 2005,68.0,33.1,0.00,0.00
9 mar 2005,70.0,37.0,0.00,0.00
10 mar 2005,68.0,35.1,0.00,0.00
11 mar 2005,69.1,37.0,0.00,0.00
12 mar 2005,61.0,36.0,0.00,0.00
13 mar 2005,54.0,25.0,0.00,0.00
14 mar 2005,54.0,26.1,0.00,0.00
15 mar 2005,57.9,35.1,0.00,0.00
16 mar 2005,59.0,37.0,0.00,0.00
17 mar 2005,52.0,30.9,0.03,T
18 mar 2005,54.0,28.9,0.00,0.00
19 mar 2005,57.9,41.0,0.10,0.00
20 mar 2005,53.1,43.0,0.06,0.00
21 mar 2005,52.0,39.9,T,0.00
22 mar 2005,50.0,42.1,0.10,0.00
23 mar 2005,53.1,41.0,0.13,0.00
24 mar 2005,50.0,33.1,0.00,0.00
25 mar 2005,48.9,27.0,0.00,0.00
26 mar 2005,54.0,27.0,0.01,0.00
27 mar 2005,59.0,46.0,0.09,0.00
28 mar 2005,51.1,41.0,0.31,0.00
29 mar 2005,51.1,35.1,0.37,0.00
30 mar 2005,48.0,33.1,T,T
31 mar 2005,54.0,26.1,0.00,0.00
1 apr 2005,62.1,39.0,0.00,0.00
2 apr 2005,64.9,35.1,0.00,0.00
3 apr 2005,57.0,43.0,T,0.00
4 apr 2005,48.9,34.0,0.23,T
5 apr 2005,57.0,28.9,0.00,0.00
6 apr 2005,75.0,37.0,0.00,0.00
7 apr 2005,72.0,45.0,0.12,0.00
8 apr 2005,52.0,37.9,T,0.00
9 apr 2005,55.9,36.0,0.00,0.00
10 apr 2005,57.0,30.9,0.00,0.00
11 apr 2005,63.0,42.1,T,0.00
12 apr 2005,66.9,41.0,0.00,0.00
13 apr 2005,51.1,33.1,0.06,0.00
14 apr 2005,51.1,27.0,0.00,0.00
15 apr 2005,61.0,34.0,0.00,0.00
16 apr 2005,75.9,41.0,0.00,0.00
17 apr 2005,57.0,41.0,0.01,0.00
18 apr 2005,55.0,33.1,0.02,0.00
19 apr 2005,59.0,34.0,T,0.00
20 apr 2005,52.0,41.0,0.08,0.00
21 apr 2005,61.0,43.0,0.41,0.00
22 apr 2005,73.0,41.0,0.00,0.00
23 apr 2005,70.0,46.0,T,0.00
24 apr 2005,60.1,45.0,0.19,0.00
25 apr 2005,66.9,48.9,0.00,0.00
26 apr 2005,73.9,46.0,0.00,0.00
27 apr 2005,75.0,48.0,0.04,0.00
28 apr 2005,62.1,39.0,0.00,0.00
29 apr 2005,61.0,39.0,0.00,0.00
30 apr 2005,64.0,37.0,0.00,0.00
1 may 2005,69.1,42.1,0.00,0.00
